image_path,label,region_id,x,y,block_id
images/region_glarus_01/gl_00001.jpg,0,region_glarus_01,2725250.0,1207450.0,block_0001
images/region_glarus_01/gl_00002.jpg,0,region_glarus_01,2725250.0,1207475.0,block_0001
images/region_glarus_01/gl_00003.jpg,0,region_glarus_01,2725250.0,1207500.0,block_0001
images/region_glarus_01/gl_00004.jpg,0,region_glarus_01,2725250.0,1207525.0,block_0001
images/region_glarus_01/gl_00005.jpg,0,region_glarus_01,2725275.0,1207450.0,block_0001
images/region_glarus_01/gl_00006.jpg,0,region_glarus_01,2725275.0,1207475.0,block_0001
images/region_glarus_01/gl_00007.jpg,0,region_glarus_01,2725275.0,1207500.0,block_0001
images/region_glarus_01/gl_00008.jpg,0,region_glarus_01,2725275.0,1207525.0,block_0001
images/region_glarus_01/gl_00009.jpg,0,region_glarus_01,2725300.0,1207450.0,block_0001
images/region_glarus_01/gl_00010.jpg,0,region_glarus_01,2725300.0,1207475.0,block_0001
images/region_glarus_01/gl_00011.jpg,0,region_glarus_01,2725300.0,1207500.0,block_0001
images/region_glarus_01/gl_00012.jpg,0,region_glarus_01,2725300.0,1207525.0,block_0001
images/region_glarus_01/gl_00013.jpg,0,region_glarus_01,2725325.0,1207450.0,block_0001
images/region_glarus_01/gl_00014.jpg,0,region_glarus_01,2725325.0,1207475.0,block_0001
images/region_glarus_01/gl_00015.jpg,0,region_glarus_01,2725325.0,1207500.0,block_0001
images/region_glarus_01/gl_00016.jpg,0,region_glarus_01,2725325.0,1207525.0,block_0001
images/region_glarus_01/gl_00017.jpg,0,region_glarus_01,2724000.0,1207275.0,block_0002
images/region_glarus_01/gl_00018.jpg,0,region_glarus_01,2724000.0,1207300.0,block_0002
images/region_glarus_01/gl_00019.jpg,0,region_glarus_01,2724000.0,1207325.0,block_0002
images/region_glarus_01/gl_00020.jpg,0,region_glarus_01,2724000.0,1207350.0,block_0002
images/region_glarus_01/gl_00021.jpg,0,region_glarus_01,2724025.0,1207275.0,block_0002
images/region_glarus_01/gl_00022.jpg,0,region_glarus_01,2724025.0,1207300.0,block_0002
images/region_glarus_01/gl_00023.jpg,0,region_glarus_01,2724025.0,1207325.0,block_0002
images/region_glarus_01/gl_00024.jpg,0,region_glarus_01,2724025.0,1207350.0,block_0002
images/region_glarus_01/gl_00025.jpg,0,region_glarus_01,2724050.0,1207275.0,block_0002
